Data,Planta,Linha,Turno,Modelo,VIN,Pecas_Produzidas,Meta,Defeitos,Tempo_Parada_min,Operadores,Sucata_kg,Custo_R$
2025-05-29,Goiana,B,3,SUV-X,VIN000274,568,535,2,58,12,"67,4","1087722,36"
2025-05-30,Porto Real,A,1,Pickup-Z,VIN000275,579,599,0,12,9,"16,8","1261806,13"
2025-04-10,Goiana,D,1,SUV-X,VIN000276,580,581,3,39,15,"56,4","1113121,87"
2025-03-17,Porto Real,C,3,Hatch-Y,VIN000277,446,431,3,5,18,"118,8","1032233,01"
2025-01-20,Goiana,C,3,Hatch-Y,VIN000278,455,421,8,38,13,"28,1","1058775,39"
2025-04-27,Betim,C,2,Sedan-W,VIN000279,442,456,9,69,19,85,"1353442,95"
2025-05-01,Goiana,B,2,Sedan-W,VIN000280,577,609,11,42,14,"55,6","1640128,79"
2025-06-16,Porto Real,B,1,SUV-X,VIN000281,486,451,6,86,19,"48,5","1149154,12"
2025-02-22,Goiana,A,2,Pickup-Z,VIN000282,556,586,1,27,17,"63,5","1370409,54"
2025-03-21,Porto Real,B,1,SUV-X,VIN000283,417,447,2,54,11,"49,5","1307649,51"
2025-06-02,Betim,A,3,Hatch-Y,VIN000284,523,506,1,17,18,"79,6","1336746,17"
2025-04-15,Betim,C,2,Hatch-Y,VIN000285,643,621,1,3,12,"108,3","2052203,92"
2025-05-27,Betim,D,1,Hatch-Y,VIN000286,604,609,0,10,15,"26,4","1204284,45"
2025-03-10,Porto Real,D,1,SUV-X,VIN000287,619,605,8,44,17,"47,2","1603245,56"
2025-05-07,Goiana,A,3,Pickup-Z,VIN000288,448,475,7,5,10,"62,5","1119454,29"
2025-03-28,Betim,B,2,SUV-X,VIN000289,538,568,12,2,18,"18,6","1341862,59"
2025-04-25,Betim,A,3,Pickup-Z,VIN000290,492,458,10,32,13,53,1195077
2025-06-23,Goiana,A,1,Hatch-Y,VIN000291,456,433,6,18,16,"78,1","935666,85"
2025-04-18,Goiana,B,2,Pickup-Z,VIN000292,646,645,14,71,18,"23,8","1288403,22"
2025-01-18,Goiana,C,1,Pickup-Z,VIN000293,601,609,12,73,11,"52,4","1212100,9"
2025-06-14,Goiana,A,1,Pickup-Z,VIN000294,481,510,4,40,19,"15,7","1114926,41"
2025-03-14,Betim,C,2,Hatch-Y,VIN000295,532,564,9,46,9,"46,9","1595517,05"
2025-02-26,Goiana,D,2,Pickup-Z,VIN000296,485,473,1,17,10,"38,3","1009900,97"
2025-03-18,Porto Real,C,3,Pickup-Z,VIN000297,521,534,6,88,15,"95,3","965474,39"
2025-04-06,Betim,C,1,Sedan-W,VIN000298,565,546,10,85,10,"64,1","1501129,29"
2025-05-18,Goiana,B,1,Sedan-W,VIN000299,561,545,13,27,15,"15,9","1291321,37"
2025-02-21,Betim,B,3,Pickup-Z,VIN000300,598,569,13,85,12,"108,3","1455164,64"
2025-06-16,Goiana,D,1,SUV-X,VIN000301,487,483,5,72,9,"93,7","1111520,75"
2025-06-12,Betim,B,1,SUV-X,VIN000302,421,458,10,23,16,"34,1","777651,75"
2025-01-26,Betim,C,3,Sedan-W,VIN000303,428,468,14,51,14,"38,7","1334060,07"
2025-06-27,Goiana,A,1,Hatch-Y,VIN000304,552,580,1,25,19,"74,3","1025377,67"
2025-04-19,Porto Real,B,3,Hatch-Y,VIN000305,468,460,13,53,19,"101,3","1081617,21"
2025-04-05,Betim,D,2,SUV-X,VIN000306,451,491,15,84,15,"27,6","876768,51"
2025-01-27,Goiana,D,1,Hatch-Y,VIN000307,481,447,6,1,19,"23,2","1364494,41"
2025-04-29,Betim,A,3,Sedan-W,VIN000308,601,625,4,86,14,"13,3","1086387,96"
2025-04-13,Betim,D,1,SUV-X,VIN000309,612,613,5,51,19,"84,5","1618205,44"
2025-01-03,Goiana,B,3,Sedan-W,VIN000310,594,575,4,90,11,"115,2","1432395,16"
2025-05-21,Porto Real,B,2,Pickup-Z,VIN000311,531,571,3,6,20,"41,1","1128775,01"
2025-05-23,Porto Real,B,3,Pickup-Z,VIN000312,489,460,7,71,8,98,"882039,54"
2025-02-04,Betim,B,1,Sedan-W,VIN000313,450,488,12,36,8,"62,9","1112786,27"
2025-03-31,Porto Real,C,1,Pickup-Z,VIN000314,500,487,1,44,8,50,"1383062,84"
2025-02-12,Porto Real,B,3,Sedan-W,VIN000315,629,614,10,28,17,"72,7","2002195,8"
2025-01-01,Goiana,A,1,Hatch-Y,VIN000316,636,604,11,5,15,"74,8","1301561,75"
2025-06-23,Betim,A,1,Sedan-W,VIN000317,471,494,8,14,15,"63,3","1190058,31"
2025-03-19,Porto Real,B,1,Hatch-Y,VIN000318,497,501,0,65,17,"62,3","1500998,97"
2025-01-20,Porto Real,C,3,Sedan-W,VIN000319,624,617,12,47,14,"27,6","1789375,71"
2025-01-26,Betim,C,3,Pickup-Z,VIN000320,623,650,8,38,18,"89,1","1179578,73"
2025-01-16,Porto Real,D,3,SUV-X,VIN000321,464,446,4,54,13,"39,3","1104960,48"
2025-05-06,Goiana,A,3,Pickup-Z,VIN000322,492,517,11,52,9,"104,7","1552212,44"
2025-05-08,Goiana,D,1,Sedan-W,VIN000323,587,614,9,45,19,"38,7","1210857,27"
2025-03-15,Goiana,A,2,Hatch-Y,VIN000324,555,522,15,66,20,"86,4","1583723,64"
2025-06-08,Goiana,D,1,Hatch-Y,VIN000325,669,641,4,7,12,"92,3","1627620,35"
2025-04-18,Porto Real,C,2,Sedan-W,VIN000326,458,491,8,58,12,91,"1394974,98"
2025-05-24,Porto Real,C,2,Sedan-W,VIN000327,593,603,10,32,18,"47,8","1091671,55"
2025-04-08,Goiana,A,1,Sedan-W,VIN000328,591,571,10,31,12,"65,1","1582846,68"
2025-03-28,Porto Real,C,3,Sedan-W,VIN000329,459,492,1,42,11,"66,4","929884,9"
2025-05-22,Betim,C,3,Hatch-Y,VIN000330,571,541,0,39,8,"10,9","1171189,09"
2025-01-22,Porto Real,C,2,Sedan-W,VIN000331,425,432,6,73,17,"24,5","1279160,21"
2025-02-08,Porto Real,D,2,SUV-X,VIN000332,606,632,9,38,9,"116,9","1151188,47"
2025-03-18,Porto Real,D,3,Sedan-W,VIN000333,597,604,4,31,11,"13,5","1258752,59"
2025-05-28,Porto Real,B,1,Sedan-W,VIN000334,446,424,10,7,17,"89,3","1072749,51"
2025-05-21,Betim,C,2,Sedan-W,VIN000335,599,584,5,58,16,"18,6","1640117,58"
2025-04-23,Betim,A,2,SUV-X,VIN000336,611,615,0,82,15,"48,6","1659954,25"
2025-02-27,Porto Real,D,2,SUV-X,VIN000337,458,484,3,35,17,"64,7","1374735,49"
2025-04-30,Porto Real,B,1,SUV-X,VIN000338,426,438,6,54,14,"105,7","1269569,33"
2025-06-27,Betim,B,2,Sedan-W,VIN000339,600,632,8,81,18,"54,6","1590710,4"
2025-04-23,Porto Real,C,1,SUV-X,VIN000340,486,486,15,53,15,"55,6","1395977,44"
2025-02-22,Porto Real,B,2,Pickup-Z,VIN000341,451,431,7,44,17,"113,1","1071319,77"
2025-06-21,Goiana,D,2,SUV-X,VIN000342,612,629,7,17,14,84,"1829031,95"
2025-03-31,Porto Real,C,1,SUV-X,VIN000343,488,503,11,56,9,"86,6","890573,3"
2025-03-28,Goiana,A,1,Hatch-Y,VIN000344,429,425,10,48,8,"63,8","1340927,77"
2025-04-10,Goiana,A,3,Pickup-Z,VIN000345,577,575,9,61,15,"115,9","1345548,95"
2025-01-06,Porto Real,B,3,SUV-X,VIN000346,532,542,12,1,17,"12,2","1531441,35"
2025-01-27,Porto Real,D,3,Sedan-W,VIN000347,434,439,9,44,11,69,"1357679,59"
2025-06-18,Goiana,C,3,Hatch-Y,VIN000348,389,423,3,36,10,"34,8","932741,73"
2025-04-28,Goiana,D,3,Pickup-Z,VIN000349,507,525,6,35,18,95,"1021135,53"
2025-02-09,Goiana,D,2,Hatch-Y,VIN000350,594,560,8,58,14,"21,4","1348071,42"
2025-01-10,Porto Real,D,1,Pickup-Z,VIN000351,495,471,9,26,15,"73,9","1315704,04"
2025-04-07,Betim,B,1,SUV-X,VIN000352,495,505,15,4,9,"109,7","1203636,74"
2025-03-16,Betim,B,2,Sedan-W,VIN000353,523,521,12,9,9,"97,3","1283526,27"
2025-02-15,Goiana,D,1,Sedan-W,VIN000354,635,606,15,17,16,"94,5","1875870,59"
2025-05-20,Goiana,C,1,Sedan-W,VIN000355,441,462,0,72,8,"83,1","1215132,54"
2025-03-26,Porto Real,D,1,Hatch-Y,VIN000356,485,466,7,84,12,"70,9","1060456,57"
2025-05-08,Goiana,C,3,Sedan-W,VIN000357,487,474,3,53,20,51,"1032947,95"
2025-06-11,Goiana,B,3,Pickup-Z,VIN000358,650,637,6,23,15,75,"1814245,72"
2025-04-06,Goiana,D,1,Pickup-Z,VIN000359,645,627,11,61,18,"116,6","1922791,63"
2025-05-22,Betim,D,1,Hatch-Y,VIN000360,466,484,4,65,15,"105,9","981577,74"
2025-04-08,Betim,B,3,SUV-X,VIN000361,520,541,14,45,8,"70,7","947167,15"
2025-04-30,Goiana,D,2,Pickup-Z,VIN000362,486,490,13,24,19,"65,6","1168232,27"
2025-05-31,Betim,A,3,Sedan-W,VIN000363,508,548,12,36,17,"21,2","1055240,59"
2025-03-27,Betim,A,1,SUV-X,VIN000364,465,498,5,83,18,"17,1","1266224,59"
2025-04-22,Goiana,D,3,Sedan-W,VIN000365,482,473,8,79,10,"67,2","1380723,08"
2025-03-11,Goiana,B,1,SUV-X,VIN000366,484,484,11,12,17,76,"1456757,08"
2025-05-30,Goiana,C,2,Sedan-W,VIN000367,613,631,11,77,13,"31,2","1516080,06"
2025-02-21,Goiana,B,1,Sedan-W,VIN000368,517,552,1,65,20,"21,2","1264834,51"
2025-06-18,Goiana,A,1,Sedan-W,VIN000369,515,552,1,57,20,"96,6",1352939
2025-01-31,Betim,A,1,SUV-X,VIN000370,551,552,2,52,18,"22,6","1478112,94"
2025-04-22,Goiana,A,2,Hatch-Y,VIN000371,554,546,15,45,16,"39,3","1100031,66"
2025-06-20,Goiana,D,3,Sedan-W,VIN000372,571,559,9,88,9,"95,6","1313438,05"
2025-06-10,Betim,A,2,Sedan-W,VIN000373,432,459,12,84,17,"36,1","1181194,94"
2025-01-24,Porto Real,C,3,Pickup-Z,VIN000374,635,607,2,76,18,36,1640390
2025-04-15,Betim,B,2,Hatch-Y,VIN000375,463,459,6,53,20,"87,7","1026552,85"
2025-02-06,Goiana,B,3,Pickup-Z,VIN000376,601,619,3,83,17,"74,5","1636860,27"
2025-01-06,Goiana,B,2,Sedan-W,VIN000377,561,542,6,33,8,"91,6","1603087,03"
2025-03-08,Goiana,C,1,Pickup-Z,VIN000378,553,563,14,28,8,50,"1587482,85"
2025-01-11,Porto Real,B,1,Pickup-Z,VIN000379,626,605,15,72,18,"9,8","1725178,89"
2025-01-09,Porto Real,A,2,Pickup-Z,VIN000380,485,457,10,82,12,40,"1035012,24"
2025-03-22,Porto Real,A,1,Sedan-W,VIN000381,559,564,9,78,14,"82,1","1767601,59"
2025-01-19,Porto Real,A,3,Hatch-Y,VIN000382,557,597,0,73,20,"57,1","1591274,42"
2025-02-17,Goiana,C,1,SUV-X,VIN000383,636,648,2,34,11,"68,4","1860086,75"
2025-05-28,Porto Real,C,2,Hatch-Y,VIN000384,496,473,0,83,14,"13,5","1179405,03"
2025-05-05,Porto Real,B,3,SUV-X,VIN000385,558,576,2,16,12,"28,2","1079193,48"
2025-03-24,Betim,C,3,Sedan-W,VIN000386,567,575,6,18,14,"57,6","1180726,09"
2025-01-23,Porto Real,B,3,Hatch-Y,VIN000387,445,453,1,30,8,"42,5","1356278,34"
2025-02-24,Goiana,D,3,Sedan-W,VIN000388,459,495,6,87,20,"63,5","1308234,65"
2025-05-08,Porto Real,D,3,Pickup-Z,VIN000389,517,525,1,90,17,19,"1470846,57"
2025-06-10,Betim,B,1,Sedan-W,VIN000390,574,612,8,42,9,"70,9","1140203,52"
2025-02-24,Porto Real,A,1,SUV-X,VIN000391,636,610,15,39,12,"88,4","1768696,1"
2025-04-27,Porto Real,D,3,Sedan-W,VIN000392,664,638,5,52,19,"13,3","1968942,2"
2025-02-13,Porto Real,C,1,Pickup-Z,VIN000393,556,556,14,53,13,"58,5","1718216,39"
2025-04-18,Goiana,B,3,Pickup-Z,VIN000394,458,480,11,28,11,"34,8","995791,19"
2025-02-27,Porto Real,B,3,SUV-X,VIN000395,583,609,2,14,19,"58,5","1819936,38"
2025-05-19,Goiana,A,1,SUV-X,VIN000396,624,631,0,65,10,"65,7","1866468,47"
2025-06-24,Betim,D,2,Pickup-Z,VIN000397,492,497,14,27,12,"6,3","1479389,48"
2025-05-29,Porto Real,C,1,Hatch-Y,VIN000398,478,506,0,48,12,"21,1","1396345,13"
2025-03-15,Goiana,C,3,Pickup-Z,VIN000399,633,648,12,19,9,104,"1457039,96"
2025-06-08,Betim,A,1,Hatch-Y,VIN000400,539,513,15,8,14,"83,8","1349062,97"
2025-03-03,Goiana,C,1,Hatch-Y,VIN000401,663,633,3,79,14,"65,9","2042096,35"
2025-04-11,Betim,D,3,Sedan-W,VIN000402,433,466,2,77,16,96,"905020,73"
2025-01-18,Porto Real,C,2,Hatch-Y,VIN000403,466,493,8,83,8,10,"1458329,43"
2025-06-29,Betim,C,2,SUV-X,VIN000404,462,429,1,62,20,"111,2","1244447,28"
2025-01-01,Goiana,D,1,Hatch-Y,VIN000405,636,604,5,90,13,"89,2","1892207,82"
2025-03-20,Porto Real,A,3,Pickup-Z,VIN000406,521,520,10,87,19,"84,6","1312159,46"
2025-01-02,Porto Real,D,3,Pickup-Z,VIN000407,633,620,1,13,9,17,"1245106,83"
2025-06-27,Goiana,B,2,Pickup-Z,VIN000408,525,546,8,72,14,"39,2","1190172,88"
2025-04-12,Porto Real,C,2,SUV-X,VIN000409,570,603,3,23,18,"76,9","1239259,02"
2025-03-13,Goiana,C,1,Sedan-W,VIN000410,504,543,1,12,12,"74,9","1334080,4"
2025-04-29,Betim,A,1,Hatch-Y,VIN000411,556,577,2,43,13,"65,9","1251895,13"
2025-02-14,Betim,B,3,SUV-X,VIN000412,495,497,2,66,16,"46,8","1244059,73"
2025-03-21,Porto Real,C,3,Pickup-Z,VIN000413,465,495,0,17,16,"12,8","1294063,23"
2025-04-16,Betim,D,2,SUV-X,VIN000414,508,495,3,64,14,"103,1","1118355,11"
2025-02-20,Betim,C,2,Hatch-Y,VIN000415,564,573,9,52,12,"65,5","1777593,37"
2025-04-03,Porto Real,B,3,Hatch-Y,VIN000416,502,512,8,16,10,"98,1","1357706,61"
2025-03-07,Betim,B,2,Hatch-Y,VIN000417,483,473,7,63,15,"44,9","1004656,9"
2025-05-28,Betim,B,3,Pickup-Z,VIN000418,587,619,1,55,11,"119,4","1384702,54"
2025-03-08,Porto Real,A,2,Sedan-W,VIN000419,549,537,13,86,14,"100,2","1446259,84"
2025-02-24,Betim,C,1,SUV-X,VIN000420,620,588,13,13,11,"50,9","1979697,09"
2025-01-26,Goiana,A,1,Hatch-Y,VIN000421,609,640,2,8,10,"49,3","1634017,69"
2025-02-18,Betim,B,2,Hatch-Y,VIN000422,478,445,3,14,18,"62,1","1495321,16"
2025-01-15,Betim,A,3,Hatch-Y,VIN000423,526,501,0,11,18,"100,4","1613985,08"
2025-05-12,Betim,C,1,Pickup-Z,VIN000424,661,628,4,88,16,"27,7","1500541,02"
2025-06-06,Betim,D,1,Pickup-Z,VIN000425,611,626,13,41,11,"71,6","1869301,09"
2025-03-05,Porto Real,D,1,Pickup-Z,VIN000426,564,545,1,63,16,"76,3","1341559,96"
2025-01-18,Porto Real,A,1,Sedan-W,VIN000427,597,619,6,5,11,"97,5","1665376,47"
2025-03-18,Goiana,B,1,SUV-X,VIN000428,471,472,0,27,15,"77,1","1321831,78"
2025-03-26,Porto Real,A,2,Pickup-Z,VIN000429,556,591,7,82,17,99,"1244420,78"
2025-03-16,Betim,C,2,Sedan-W,VIN000430,650,642,6,0,15,"57,6","1695173,91"
2025-03-31,Porto Real,B,1,Sedan-W,VIN000431,598,616,14,59,8,"55,2","1445994,61"
2025-06-26,Porto Real,D,1,Pickup-Z,VIN000432,503,483,6,41,20,"12,8","1187739,98"
2025-06-14,Goiana,C,1,Pickup-Z,VIN000433,396,433,3,80,18,"94,4","1208226,15"
2025-04-06,Goiana,B,3,Hatch-Y,VIN000434,659,648,3,80,15,"84,7","2080930,83"
2025-04-15,Goiana,D,1,Sedan-W,VIN000435,525,519,1,83,14,"99,2","1510271,08"
2025-03-16,Porto Real,B,3,Hatch-Y,VIN000436,578,587,13,29,10,"48,8","1373325,33"
2025-05-02,Goiana,C,3,SUV-X,VIN000437,597,611,3,9,12,"20,8","1261558,92"
2025-04-21,Goiana,A,3,SUV-X,VIN000438,606,597,9,21,9,"74,6","1622837,12"
2025-05-09,Porto Real,C,3,SUV-X,VIN000439,455,436,10,84,15,"62,9","874120,24"
2025-02-13,Goiana,A,1,Hatch-Y,VIN000440,528,551,3,67,9,"12,6","1439829,04"
2025-04-09,Betim,C,1,Sedan-W,VIN000441,600,630,1,80,12,"105,1","1518519,97"
2025-06-23,Porto Real,D,1,SUV-X,VIN000442,600,589,15,46,14,95,"1416321,52"
2025-05-07,Porto Real,C,1,Sedan-W,VIN000443,555,534,1,15,12,47,"1625373,82"
2025-02-27,Porto Real,C,3,SUV-X,VIN000444,638,618,7,8,18,"37,6","1350506,87"
2025-01-12,Porto Real,C,2,SUV-X,VIN000445,634,621,3,9,15,"99,9","1567745,55"
2025-06-14,Goiana,A,2,Sedan-W,VIN000446,483,486,7,86,12,"115,5","1531978,93"
2025-06-09,Goiana,B,3,Pickup-Z,VIN000447,606,637,7,37,14,"54,3","1849722,2"
2025-06-21,Porto Real,D,2,Hatch-Y,VIN000448,490,455,9,39,14,"100,9","1214616,89"
2025-03-07,Goiana,C,1,Hatch-Y,VIN000449,621,611,2,60,12,"32,9","1403424,5"
2025-05-31,Goiana,C,2,SUV-X,VIN000450,521,514,9,64,14,"59,8","1175229,92"
2025-06-29,Goiana,A,1,Sedan-W,VIN000451,413,422,7,7,20,"84,9","943040,88"
2025-02-06,Betim,A,1,Sedan-W,VIN000452,604,634,4,57,9,"88,9","1931753,53"
2025-01-27,Goiana,A,3,Pickup-Z,VIN000453,461,497,2,24,20,"28,3","1350046,28"
2025-06-01,Porto Real,B,2,Pickup-Z,VIN000454,511,487,12,21,20,"69,6","1020077,27"
2025-01-24,Betim,A,3,Sedan-W,VIN000455,521,519,5,7,8,16,"1482369,11"
2025-02-08,Porto Real,C,1,Pickup-Z,VIN000456,630,611,0,14,17,"109,7","1636443,06"
2025-01-06,Goiana,D,3,SUV-X,VIN000457,544,555,11,33,13,"119,1","1130275,86"
2025-05-23,Betim,C,3,Hatch-Y,VIN000458,455,448,8,74,19,"25,5","895206,49"
2025-01-02,Goiana,A,1,Pickup-Z,VIN000459,459,470,0,59,19,"82,1","1248370,27"
2025-02-13,Goiana,B,3,SUV-X,VIN000460,481,491,7,77,17,"46,4","1023189,68"
2025-03-15,Porto Real,B,2,Hatch-Y,VIN000461,567,539,0,42,17,56,"1676193,49"
2025-06-20,Porto Real,A,1,Sedan-W,VIN000462,641,626,13,17,14,"90,7","1164181,05"
2025-04-06,Betim,C,2,Hatch-Y,VIN000463,446,464,13,32,14,"115,3","1014292,73"
2025-03-30,Betim,A,1,Hatch-Y,VIN000464,489,464,10,16,13,"96,2","1189933,63"
2025-03-13,Porto Real,A,2,SUV-X,VIN000465,436,450,15,65,20,"79,5","1078590,05"
2025-03-21,Betim,B,2,SUV-X,VIN000466,556,565,5,52,10,117,"1121700,72"
2025-06-17,Betim,B,2,Sedan-W,VIN000467,521,556,15,45,9,"65,6","977333,46"
2025-03-02,Betim,B,3,SUV-X,VIN000468,646,623,10,75,11,"24,5","1278916,76"
2025-03-16,Porto Real,A,1,Pickup-Z,VIN000469,436,454,10,0,12,"11,2","1235046,46"
2025-05-21,Betim,C,1,Sedan-W,VIN000470,542,527,0,73,12,"97,6","1318007,52"
2025-04-04,Goiana,A,1,SUV-X,VIN000471,646,626,15,56,17,"18,2","1850208,22"
2025-06-14,Porto Real,D,2,Hatch-Y,VIN000472,585,615,3,31,12,"21,6","1125401,4"
2025-04-18,Betim,A,3,Hatch-Y,VIN000473,621,620,7,63,14,"73,9","1897600,42"
2025-05-29,Porto Real,B,2,Sedan-W,VIN000474,437,429,2,35,10,51,"877623,13"
2025-06-09,Porto Real,A,3,Sedan-W,VIN000475,452,476,9,76,10,"33,8","1080434,74"
2025-04-01,Goiana,A,1,Pickup-Z,VIN000476,470,488,0,14,20,"49,3","856394,32"
2025-05-05,Porto Real,B,1,Hatch-Y,VIN000477,668,638,15,23,12,"83,9","1305579,8"
2025-06-25,Betim,D,2,Hatch-Y,VIN000478,627,615,12,52,16,9,"1251761,47"
2025-05-09,Goiana,A,3,Pickup-Z,VIN000479,504,515,10,72,10,"88,8","934072,6"
2025-03-10,Porto Real,B,3,Hatch-Y,VIN000480,429,444,0,22,9,"49,9","848892,16"
2025-04-14,Betim,B,3,Pickup-Z,VIN000481,548,528,13,65,11,"62,9","1222545,22"
2025-04-06,Goiana,C,1,Pickup-Z,VIN000482,470,480,6,39,10,"66,3","1014084,97"
2025-03-08,Betim,C,1,SUV-X,VIN000483,602,609,10,65,16,"32,6","1818153,35"
2025-06-19,Betim,D,3,Hatch-Y,VIN000484,541,535,3,89,13,"52,1","1614833,3"
2025-05-09,Goiana,C,2,SUV-X,VIN000485,545,549,8,80,16,"47,4","1742582,3"
2025-01-12,Porto Real,A,3,Pickup-Z,VIN000486,552,535,7,77,18,"69,6","1349659,14"
2025-06-28,Betim,C,2,Pickup-Z,VIN000487,594,560,3,55,14,"112,9","1817143,58"
2025-01-06,Goiana,A,3,Hatch-Y,VIN000488,631,635,5,49,17,"41,8","1235759,11"
2025-06-01,Porto Real,A,3,Sedan-W,VIN000489,504,536,4,70,14,"34,2","1457937,74"
2025-03-11,Goiana,A,3,Hatch-Y,VIN000490,535,528,10,79,9,"11,9","1029432,11"
2025-06-19,Betim,B,3,Pickup-Z,VIN000491,426,466,12,52,20,"111,6","1253978,69"
2025-05-19,Goiana,B,2,SUV-X,VIN000492,461,441,5,13,15,"17,3","1368726,45"
2025-02-15,Goiana,B,2,SUV-X,VIN000493,439,469,11,72,20,"90,1","1269665,99"
2025-02-14,Porto Real,C,1,Pickup-Z,VIN000494,635,606,9,0,14,"39,8","1548800,2"
2025-01-15,Porto Real,A,2,Pickup-Z,VIN000495,592,594,3,53,17,"100,5","1861019,21"
2025-02-28,Betim,A,1,Pickup-Z,VIN000496,473,494,9,15,8,"7,7","986291,03"
2025-05-08,Goiana,D,3,Pickup-Z,VIN000497,470,467,5,60,17,72,"1420913,73"
2025-03-29,Goiana,B,3,SUV-X,VIN000498,533,498,7,46,15,"28,7","1313471,89"
2025-01-19,Porto Real,D,1,Pickup-Z,VIN000499,622,604,13,4,16,"17,8",1154386
2025-03-25,Porto Real,C,1,SUV-X,VIN000500,539,527,2,67,12,"88,1","982050,55"
2025-03-05,Goiana,C,2,SUV-X,VIN000501,552,575,4,6,16,"13,3","1134061,5"
2025-04-26,Goiana,C,1,Pickup-Z,VIN000502,552,591,6,67,20,"35,7","1298330,34"
2025-05-10,Goiana,A,1,Pickup-Z,VIN000503,545,556,4,78,13,"88,9","1195883,2"
2025-03-16,Goiana,B,1,Sedan-W,VIN000504,495,465,2,55,18,"46,5","1485877,59"
2025-03-16,Goiana,C,3,Hatch-Y,VIN000505,616,601,8,52,8,73,"1409736,1"
2025-02-07,Goiana,A,3,SUV-X,VIN000506,580,573,9,65,8,"19,1","1536871,56"
2025-04-30,Betim,B,3,Pickup-Z,VIN000507,615,643,2,16,10,"91,3","1489785,62"
2025-04-06,Porto Real,B,1,Pickup-Z,VIN000508,431,445,8,86,15,"45,7","1308313,62"
2025-05-21,Goiana,A,2,Hatch-Y,VIN000509,457,488,6,5,18,"24,9","847072,5"
2025-03-29,Goiana,D,1,SUV-X,VIN000510,507,519,3,53,17,"53,3",1014126
2025-02-02,Goiana,B,3,Sedan-W,VIN000511,511,520,0,59,15,"86,6","1346258,13"
2025-04-24,Goiana,B,1,Sedan-W,VIN000512,503,488,5,50,17,"67,1","1058159,91"
2025-05-01,Porto Real,D,3,Hatch-Y,VIN000513,644,626,3,78,20,"85,3","2016585,49"
2025-01-15,Goiana,B,3,SUV-X,VIN000514,547,570,5,52,15,"76,8","1217744,4"
2025-05-18,Porto Real,A,3,Hatch-Y,VIN000515,458,439,12,74,20,"86,2","951175,88"
2025-03-23,Betim,A,2,SUV-X,VIN000516,423,452,15,84,13,"30,7","982183,4"
2025-06-16,Goiana,C,3,Hatch-Y,VIN000517,493,517,2,40,16,"112,3","907952,26"
2025-06-10,Goiana,A,1,SUV-X,VIN000518,447,487,5,30,19,"37,8","886739,44"
2025-06-06,Betim,D,3,Pickup-Z,VIN000519,624,630,2,41,10,33,"1296782,69"
2025-04-14,Goiana,D,1,SUV-X,VIN000520,548,523,1,47,19,"68,1","1010680,21"
2025-04-24,Goiana,B,2,Pickup-Z,VIN000521,561,568,2,10,17,"105,9","1386694,19"
2025-01-24,Porto Real,A,1,Hatch-Y,VIN000522,515,493,14,1,18,"108,7","1526928,64"
2025-06-26,Goiana,A,2,Hatch-Y,VIN000523,431,441,13,59,17,"60,6","950729,83"
2025-06-19,Goiana,A,3,Sedan-W,VIN000524,496,512,7,34,8,"5,5","1580496,72"
2025-03-13,Betim,C,1,SUV-X,VIN000525,464,487,6,47,14,"117,6","1477871,71"
2025-06-21,Betim,A,3,SUV-X,VIN000526,589,625,15,43,17,"107,3","1497475,14"
2025-06-16,Goiana,C,3,Hatch-Y,VIN000527,451,459,5,63,12,"18,6","1137197,1"
2025-06-10,Betim,B,3,Pickup-Z,VIN000528,497,529,5,41,11,"5,6","1039891,88"
2025-04-27,Goiana,B,3,Hatch-Y,VIN000529,454,440,0,31,16,"28,9","1004745,79"
2025-01-06,Betim,A,2,SUV-X,VIN000530,401,435,10,42,9,"35,9","961960,83"
2025-04-09,Betim,C,3,Pickup-Z,VIN000531,517,500,12,66,13,"66,2","1610403,53"
2025-01-19,Porto Real,A,3,Pickup-Z,VIN000532,442,471,12,30,12,"90,2","1411389,22"
2025-06-18,Goiana,D,2,Hatch-Y,VIN000533,454,480,1,39,15,"22,1","1241655,28"
2025-05-08,Betim,A,3,Hatch-Y,VIN000534,476,451,1,62,17,"113,5","1140118,61"
2025-02-02,Porto Real,C,2,Sedan-W,VIN000535,632,639,14,20,8,"95,1","1187095,2"
2025-06-15,Betim,C,3,Pickup-Z,VIN000536,524,517,4,53,16,"102,2","1666050,49"
2025-05-05,Betim,B,2,Hatch-Y,VIN000537,549,523,6,68,13,"90,9","1573797,4"
2025-05-29,Betim,A,3,SUV-X,VIN000538,499,506,15,59,12,"46,7","1372001,94"
2025-05-29,Porto Real,D,3,Pickup-Z,VIN000539,512,533,12,4,18,"18,3","1388789,78"
2025-04-29,Porto Real,D,1,Sedan-W,VIN000540,602,579,4,62,20,"37,2","1700661,97"
2025-02-25,Betim,B,3,Sedan-W,VIN000541,413,449,7,73,17,"97,3","816743,78"
2025-04-16,Goiana,D,3,Sedan-W,VIN000542,493,512,15,3,8,7,"1001721,06"
2025-04-28,Porto Real,B,1,Pickup-Z,VIN000543,419,455,14,38,20,"35,8","776473,33"
2025-03-16,Porto Real,C,3,Hatch-Y,VIN000544,504,526,15,69,16,"111,4","1101241,78"
2025-03-10,Goiana,C,1,Sedan-W,VIN000545,591,592,7,17,17,"51,1","1791074,1"
2025-06-02,Goiana,C,2,Sedan-W,VIN000546,568,560,4,79,8,"74,3","1484240,45"
